channel,mean,std,score
1005,0.2825555785555556,0.5838414623333333,0.8663970408888889
965,0.27909589631111115,0.5873548989555556,0.8664507952666667
483,0.24788710475266668,0.6193122727333333,0.8671993774860001
680,0.23684254871777774,0.6320621540555555,0.8689047027733333
611,0.2869300470744444,0.587259395488889,0.8741894425633334
175,0.3475413072744444,0.5298761946888889,0.8774175019633332
357,0.3170264911422222,0.5613242659111112,0.8783507570533333
325,0.3366338465055555,0.5423288188555555,0.878962665361111
949,0.31726515137333333,0.5625313719555556,0.8797965233288889
685,0.2972336355666667,0.5831624671111112,0.8803961026777779
714,0.23839951177777777,0.6422816282222222,0.88068114
596,0.3014856009855555,0.5800345020444444,0.88152010303
991,0.2411954531881111,0.640826343751111,0.8820217969392221
640,0.3430869254222222,0.5402666089333333,0.8833535343555555
7,0.24893153651111113,0.635721757,0.8846532935111111
560,0.32462236855555554,0.5630649651111111,0.8876873336666666
277,0.27916005424444446,0.6088416162222223,0.8880016704666668
422,0.41286604672222216,0.4752490940444445,0.8881151407666666
40,0.2679900905277777,0.6226990905555555,0.8906891810833333
184,0.23922935969999998,0.6515030546555555,0.8907324143555555
254,0.2746325353511111,0.6172924941555555,0.8919250295066666
141,0.2799860237071111,0.6121448374966667,0.8921308612037778
393,0.25879000695555554,0.6352100744444444,0.8940000814
942,0.28404331864444443,0.6118148266666666,0.8958581453111111
814,0.3244981884662222,0.5756273521866667,0.900125540652889
467,0.3609081129902222,0.5402480142733334,0.9011561272635555
530,0.41250920477777775,0.48925390022222215,0.9017631049999999
252,0.33363620042,0.5714082779444444,0.9050444783644443
398,0.3734719940844445,0.5320307217,0.9055027157844444
521,0.3043042190888889,0.6015678966666668,0.9058721157555556
29,0.2570551064233333,0.6511714161111111,0.9082265225344444
831,0.3453114098462223,0.563995655378111,0.9093070652243334
734,0.2906618754,0.6212483994777779,0.9119102748777779
514,0.3464199502888889,0.5662483333333334,0.9126682836222222
121,0.3355149166777778,0.5804372091111112,0.915952125788889
992,0.3191315773333333,0.5992567785555555,0.9183883558888888
25,0.31624565315111114,0.6029684143222223,0.9192140674733333
783,0.3159246114777778,0.6083125858888888,0.9242371973666665
654,0.2855446014777777,0.6389256338777778,0.9244702353555555
600,0.2761968161188889,0.6483431251111111,0.92453994123
201,0.28313022813333333,0.6417812946666667,0.9249115228
1017,0.37047493106666657,0.5544991218,0.9249740528666666
104,0.35290021892222223,0.5724044323333334,0.9253046512555556
492,0.49445764877777776,0.4340402054444444,0.9284978542222222
547,0.2653115365188889,0.6648607422555556,0.9301722787744444
317,0.3506391524777778,0.5807613125555556,0.9314004650333334
731,0.29950903854444444,0.6326051207777778,0.9321141593222222
129,0.3763846141666667,0.5572154185555556,0.9336000327222223
411,0.3244090494888889,0.6125401218777777,0.9369491713666667
544,0.45473239251111114,0.4843037436666667,0.9390361361777778
394,0.3750183751666667,0.5653352433333334,0.9403536185000001
742,0.28264491923777774,0.6610683973333333,0.9437133165711111
93,0.3321734684951,0.6129045737162222,0.9450780422113222
51,0.3791828843888888,0.5692159019999999,0.9483987863888887
703,0.3056093318777778,0.6439207123333334,0.9495300442111112
689,0.2845913998,0.6663093211111111,0.9509007209111111
441,0.30637073705555556,0.6446864250000001,0.9510571620555557
892,0.35634991143333333,0.5956553843888889,0.9520052958222223
916,0.28777584058222216,0.6651978598444445,0.9529737004266666
598,0.3264472752333333,0.6302727867333333,0.9567200619666666
472,0.32868298041111116,0.6288258058888888,0.9575087863
